Groups:
Group =, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1,  binary

Data:
time unit: us, Group, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
1037, 011011110101, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
1038, 011011111011, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
1039, 011010011110, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
1040, 011010001100, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
1041, 011001111111, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 
1042, 011001010101, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 
1043, 011001000101, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1044, 011000111000, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
1045, 011000101101, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
1046, 011001000000, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
1047, 011000100110, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
1048, 011001000010, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
1049, 011001110110, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
1050, 011001110101, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
1051, 011010011010, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
1052, 011011001011, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
1053, 011011011110, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
1054, 011100001110, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
1055, 011100011011, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 
1056, 011101010100, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
1057, 011101101110, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 
1058, 011110100100, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 
1059, 011110110110, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
1060, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
1061, 011111111100, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
1062, 011111110110, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
1063, 100000001001, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
1064, 100000010110, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
1065, 100000010001, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
1066, 100001000000, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
1067, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
1068, 100000110001, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
1069, 100000110111, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
1070, 100000101111, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
1071, 100000100001, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
1072, 100000100001, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
1073, 100000111010, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
1074, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1075, 100000111101, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
1076, 100000110111, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
1077, 100000110001, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
1078, 100001000100, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
1079, 100000111100, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
1080, 100001001110, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
1081, 100001110000, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
1082, 100001110000, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
1083, 100010000011, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 
1084, 100010010111, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 
1085, 100010000001, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
1086, 100010100000, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
1087, 100010110100, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
1088, 100010111001, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
1089, 100011010111, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1090, 100011010111, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1091, 100011011010, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
1092, 100011111010, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
1093, 100011010110, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1094, 100011100011, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
1095, 100011111101, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 
1096, 100011111010, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
1097, 100011110101, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
1098, 100011111111, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 
1099, 100100010010, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
1100, 100100111011, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 
1101, 100101010100, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
1102, 100101001110, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 
1103, 100101110001, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 
1104, 100101100001, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 
1105, 100101001010, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
1106, 100101000110, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 
1107, 100100010011, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 
1108, 100011110010, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
1109, 100011101000, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
1110, 100010100111, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 
1111, 100010110110, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
1112, 100010001000, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
1113, 100001111011, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
1114, 100001110101, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
1115, 100001001101, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 
1116, 100000111001, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
1117, 100000100101, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
1118, 100000001101, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
1119, 011111111011, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
1120, 011111001111, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
1121, 011111010110, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
1122, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
1123, 011110110011, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 
1124, 011111010001, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
1125, 011110111111, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
1126, 011111000001, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
1127, 011111011000, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
1128, 011110111110, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 
1129, 011111000001, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
1130, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
1131, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
1132, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
1133, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
1134, 011111010011, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
1135, 011111101110, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
1136, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
1137, 011111101100, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
1138, 011111111100, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
1139, 100000001010, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
1140, 011111111011, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
1141, 100000001100, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
1142, 011111111010, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
1143, 011111111000, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
1144, 011111111000, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
1145, 011111000111, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
1146, 011101110110, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 
1147, 011110100011, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1148, 011100110000, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
1149, 011100111101, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
1150, 011011010111, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1151, 011011000100, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1152, 011010111111, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
1153, 011001110001, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 
1154, 011001101100, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
1155, 011001001000, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
1156, 011000100111, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
1157, 011001000110, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
1158, 011000101111, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
1159, 011000100000, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
1160, 011001011001, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 
1161, 011001010001, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
1162, 011001011111, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 
1163, 011010011010, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
1164, 011010100000, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
1165, 011011100010, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
1166, 011011110011, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
1167, 011100011101, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 
1168, 011100111010, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 
1169, 011101100111, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 
1170, 011110000100, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1171, 011110100111, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 
1172, 011110110111, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
1173, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
1174, 100000000110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
1175, 100000000110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
1176, 100000010000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
1177, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
1178, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
1179, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
1180, 100001000100, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
1181, 100000100001, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
1182, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
1183, 100000100000, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
1184, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
1185, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
1186, 100000111100, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
1187, 100000111010, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
1188, 100001000001, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 
1189, 100000101000, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
1190, 100000111100, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
1191, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
1192, 100001010100, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
1193, 100001100001, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
1194, 100001100101, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 
1195, 100010000000, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
1196, 100010000100, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
1197, 100010000101, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1198, 100010100110, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
1199, 100010100111, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 
1200, 100010110001, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
1201, 100011001101, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
1202, 100011001100, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
1203, 100011100000, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
1204, 100011010010, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
1205, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
1206, 100011110010, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
1207, 100011101110, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
1208, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
1209, 100011100010, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
1210, 100011110111, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
1211, 100100000100, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
1212, 100100101101, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 
1213, 100101000111, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
1214, 100101000110, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 
1215, 100101011011, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
1216, 100101101110, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 
1217, 100101010001, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 
1218, 100101001101, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 
1219, 100100101110, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 
1220, 100011111001, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 
1221, 100100000011, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 
1222, 100010111001, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
1223, 100010110110, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
1224, 100010011110, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
1225, 100001110101, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
1226, 100001110011, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 
1227, 100001100001, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
1228, 100001000111, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
1229, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
1230, 100000010011, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
1231, 100000001001, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
1232, 011111100001, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
1233, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
1234, 011111010011, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
1235, 011111000110, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
1236, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
1237, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
1238, 011110111111, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
1239, 011111000010, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
1240, 011111000101, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
1241, 011111001110, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
1242, 011111000110, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
1243, 011111000101, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
1244, 011111010101, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
1245, 011111010111, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
1246, 011111100001, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
1247, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
1248, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
1249, 100000000000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1250, 011111101011, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
1251, 100000000101, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
1252, 100000011000, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
1253, 011111111101, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
1254, 100000000110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
1255, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
1256, 011111110000, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
1257, 011111010010, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
1258, 011110111001, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
1259, 011110011011, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
1260, 011100110101, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
1261, 011101110011, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 
1262, 011011101101, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
1263, 011011011100, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
1264, 011011011100, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
1265, 011001001110, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
1266, 011010100010, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
1267, 011001001011, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
1268, 011000110000, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
1269, 011001001101, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 
1270, 011000010011, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
1271, 011001000010, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
1272, 011000101110, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
1273, 011001000000, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
1274, 011001101100, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
1275, 011001110111, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 
1276, 011010100011, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
1277, 011010111011, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
1278, 011011111011, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
1279, 011100000100, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
1280, 011100011110, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
1281, 011101010000, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
1282, 011101100100, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
1283, 011110110110, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
1284, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1285, 011111100111, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
1286, 011111111101, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
1287, 011111010001, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
1288, 011111110110, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
1289, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
1290, 100000000010, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
1291, 100001001000, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
1292, 100000101000, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
1293, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
1294, 100001010000, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
1295, 100000011101, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
1296, 100000110111, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
1297, 100001001100, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
1298, 100000011000, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
1299, 100000111010, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
1300, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
1301, 100000101111, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
1302, 100001001100, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
1303, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
1304, 100001010000, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
1305, 100001001101, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 
1306, 100001011011, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
1307, 100001110101, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
1308, 100001111101, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 
1309, 100010010101, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 
1310, 100010100110, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
1311, 100010100011, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
1312, 100010111000, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
1313, 100010110001, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
1314, 100011010110, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1315, 100011010110, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1316, 100011010011, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
1317, 100011110111, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
1318, 100011001011, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
1319, 100100000011, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 
1320, 100011110110, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
1321, 100011110111, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
1322, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
1323, 100011111011, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
1324, 100100100001, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 
1325, 100100111011, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 
1326, 100101001110, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 
1327, 100101010001, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 
1328, 100101100010, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
